Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set	RemStat	c_0	c_1	c_2	c_3	c_4	c_5	c_6	c_0-c_0	c_0-c_1	c_0-c_2	c_0-c_3	c_0-c_4	c_0-c_5	c_0-c_6	c_1-c_1	c_1-c_2	c_1-c_3	c_1-c_4	c_1-c_5	c_1-c_6	c_2-c_2	c_2-c_3	c_2-c_4	c_2-c_5	c_2-c_6	c_3-c_3	c_3-c_4	c_3-c_5	c_3-c_6	c_4-c_4	c_4-c_5	c_4-c_6	c_5-c_5	c_5-c_6	c_6-c_6	FittedValues	FitError	BETError
BUVYIB01	2419.738	0.11891430351985802	2379.793015	10.68	2769.22	30.280048010500003	60000.0	2589.3195774930805	7.008261947908437	Training	Retained	0.874263562790472	0.529801167477543	0.6085925212983908	0.563576214680348	0.43481884504045687	0.25526486934650394	0.17114138634183287	0.7643440771263784	0.46334128650467465	0.6447053103651863	0.7052670719988211	0.7061706961981867	0.7081924457769342	0.6963939793771591	0.28087491474118936	0.39081660403966995	0.4275271226462853	0.4280535721284101	0.4292293650397124	0.4220703184690795	0.370935636726871	0.3782481904170094	0.37423504033006005	0.37071657899143046	0.36945957095441745	0.3209357486455721	0.2566672126860981	0.2458088374085364	0.24800768914138357	0.2048805342854001	0.1962570770121429	0.16086485723067157	0.07462540683963209	0.050483026561351604	0.03415325705577046	2373.9566355179923	-1.8919967567566234	-1.6507979376279431
cg2007167_si_002	1892.1129999999998	0.07264073053305753	1637.067346	6.2	2328.00694	22.286296686500002	100000.0	1905.7547167746627	0.7209779106566392	Training	Retained	0.6062242252945139	0.3668214797778643	0.43769747594312564	0.3837852667427345	0.2878730518520042	0.17023529065865942	0.1183118248010988	0.3675236637644982	0.22252393186027908	0.3217577178760568	0.33490282865711407	0.33631621679952806	0.3427178023607296	0.34783400510023266	0.1347310803067312	0.19481370848433532	0.2027703145807432	0.20359691150374035	0.20740504246388625	0.2104950247283988	0.19214815125281948	0.18642470357104166	0.18494336565875816	0.18605836397685357	0.19137928845804136	0.15048107590137602	0.12049281933992957	0.11680428342407229	0.1216105690072682	0.09606195082254544	0.0932081876602282	0.07889065022881159	0.03601310746785131	0.02515700407142369	0.01757445597618203	1726.6827981128588	-8.74314599007253	-13.479409210760657
CIGXIA	1767.0639999999999	0.2477376181780621	2375.155566	28.47	1927.4886	36.0885404218	100000.0	3086.01770396513	74.6409696516442	Training	Retained	0.08775981317083728	0.03256825194781813	0.02867259782068376	0.22107300634336832	0.31539289276344984	0.2545679669546342	0.2083038658074567	0.0077071012178029285	0.002890814851706503	0.0031672070697244185	0.028295877960857557	0.052858320641245946	0.07092692097933309	0.0836752171924754	0.0010841704060742705	0.0011874711125093576	0.010609942903099611	0.019786629240086336	0.026479556332810242	0.03125178024908759	0.0008865132761293979	0.0073854006616726	0.013553334191459028	0.01779936801490846	0.021314046012346193	0.051195985694203416	0.07614801241930885	0.09719313400077942	0.11783849147229966	0.11336626637175967	0.14551620703854615	0.1433646597823857	0.07425309502752372	0.060351645461438966	0.04904512106131283	2097.7134361036997	18.711797428033158	34.41253774622764
cm901983a	2044.5339999999999	0.3004950012742702	2991.971234	27.63	2103.5821	40.6110459348	90000.0	3472.748004394992	69.85523373027749	Training	Retained	0.11492262456645363	0.2410799431675714	0.5351486748972603	0.5121589937164653	0.42900785031790883	0.3318516141445468	0.23607679554841426	0.013213964248396562	0.02774513019806378	0.07455799733616436	0.08437206292163398	0.09169680258662956	0.11844296259558398	0.12303079913977445	0.05825588072355562	0.15654783109341014	0.17715226264530975	0.19250749606732118	0.24861545355995254	0.2582434187284925	0.28695929349172733	0.3026982241222565	0.3250692769225395	0.4148232256202326	0.43672957315742056	0.2656769591205985	0.2305953568292995	0.2847107980369779	0.3035430169175213	0.19980992482252533	0.2469924278681939	0.21393698116220067	0.12116516679737897	0.08661205856946518	0.06191598479060262	2714.7918213810954	32.782913924693624	46.34000872570475
DAWMUL	5173.972	0.4335999986674226	6788.157331999999	28.63	5759.52	118.5966813701	90000.0	10141.486855992538	96.00969730784277	Training	Retained	0.001993670994564453	0.007932585930915679	0.03018040997345401	0.17543306116562107	0.7149134346361251	0.8601096770129739	0.7123220282337224	4.106853708642605e-06	1.681493895326245e-05	7.67717583649683e-05	0.0005221318473652081	0.002610671752370498	0.005158246708025323	0.006227243283564279	6.879037439270337e-05	0.0003141465824619057	0.00213651353773241	0.010667791937525473	0.021048460052290885	0.02542132717007304	0.0009785337128861034	0.006203600413159039	0.03062556117383867	0.05974047423150154	0.07312209259484713	0.03272795167913511	0.1307647209434356	0.2473423471818061	0.3066311463031686	0.5242157079084565	0.9936041171344658	1.0	0.7457794018217866	0.6193835861832142	0.5144290351219644	5482.069582309447	5.954759366874169	31.198184528250234
DIMQOH	821.428	0.19889716631619106	762.209741	4.6	229.76	9.649063609199999	80000.0	825.1145869753539	0.448802204862004	Training	Retained	0.17358893410126594	0.19889875808047014	0.18533040088679112	0.16895105134483968	0.1134720995816205	0.0631429427483186	0.04194668873349185	0.03014264450657845	0.034583911352902674	0.03915686237453766	0.04316141162311415	0.04418788351089981	0.04462973012581259	0.04369540229922992	0.039679454355050124	0.04492586525544043	0.0495178275326214	0.05066288690602064	0.05109343139907412	0.05001217105752415	0.03469645794103375	0.035643596249119516	0.035978842845804826	0.03571181753971067	0.03540794656710699	0.030438328396713413	0.024538246752780362	0.022879648830993086	0.022860916204811184	0.01934887342963131	0.018136985994763054	0.014784140778162582	0.006932385232916221	0.004663607704769299	0.0031374794978778703	958.1812219319141	16.648229903523394	-7.2091843716065185
DOLXOR02	1273.252	0.25036621751699506	1052.876951	6.3	2027.85	14.905029026900001	100000.0	1274.5648041598836	0.10310638898532254	Training	Retained	0.0	0.0	0.0	0.0	0.03099376552511082	0.09659553972336167	0.07287328528460901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002893124942011976	0.010371482896099068	0.009472043476723162	0.01367558698500342	0.010214372992515236	0.007627137072606895	1037.083661291004	-18.5484365003154	-17.308046561089242
DOTSOV13	2032.296	0.10493615402572397	2040.806035	12.99	2075.0837	26.38145949	80000.0	2255.9419164926762	11.004593646431212	Training	Retained	0.3456262456611856	0.16427774400338774	0.3180054597073765	0.4384370654565694	0.3601496371949036	0.21371695956149966	0.14622087563890104	0.1194725208678331	0.05688992888349206	0.133417308202498	0.21766090615224576	0.2347568691711953	0.2386510003618545	0.2389929078023792	0.027089485829618735	0.0635296423624603	0.10364177623614211	0.11174967151013684	0.11352734798652878	0.11368101826621427	0.10162893403054934	0.1545474095891733	0.16465815749911442	0.16523136759415805	0.167690249392898	0.1955480575465819	0.16832603519142772	0.1631256586033832	0.16759532858344794	0.1445357606254905	0.1401946310314784	0.11704849907477338	0.0540416975534527	0.037238167799017424	0.02566112355685792	1976.9622917654901	-2.72271894618254	0.4187399374894216
DOTSOV36	2012.0539999999999	0.04425512963472589	2041.05852	12.91	2070.6783	26.1622632738	100000.0	2237.197921974495	11.189755442671757	Training	Retained	0.34657705604087413	0.17265341929110065	0.32466473200819307	0.43960976077597264	0.3595490381497363	0.21371272086959148	0.14424037894481753	0.12013069438636002	0.059948333441714345	0.13657567417642505	0.21883445066773377	0.23504427051424892	0.2393032652047576	0.23675566309391502	0.029915650415970982	0.06815435101582977	0.10920100406392429	0.11725760553864406	0.11930700545416309	0.11802644001065431	0.10591415180722155	0.15818771741468313	0.1678397297609445	0.16868230639988702	0.16912429367335294	0.19657966798936838	0.16851290598913396	0.1635557650376383	0.16599355528803272	0.1440926777321717	0.1399761840390785	0.11544008150609587	0.0540397649736974	0.03678236151258873	0.025037682557083916	1972.98402669028	-1.9417954642231223	1.4415378513698034
DUVNIS	1249.362	0.4836398650275458	1158.140571	7.52	1106.527	14.9895173344	90000.0	1281.7896021061465	2.595532928498419	Training	Retained	0.5515942556869167	0.3819789779018022	0.31405623790204656	0.2690713798612103	0.1935571241070234	0.11038315415959073	0.07425493255099835	0.3042726478728358	0.21083015616594014	0.2102821198374768	0.21523605761628203	0.2164487365537619	0.21681722157535255	0.2140081145536467	0.1460838592227425	0.14570381657241727	0.1491339233655997	0.14994344676199056	0.15012681982545859	0.1481715457773351	0.09912942242815004	0.09457497059335973	0.09391155287715541	0.09276634358177463	0.09277861729236085	0.07505221218932843	0.059984243603307875	0.05670702550599614	0.05733498124061865	0.047508296128096705	0.04499720854822379	0.0370166312516779	0.01707372342135521	0.011592049211368432	0.007870820761325668	1290.168428468107	3.2661813364026613	-7.301440975473896
